0,1
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,1
11,0
12,0
13,1
14,1
15,1
16,0
17,0
18,0
19,0
20,1
21,0
22,0
23,0
24,1
25,0
26,1
27,1
28,0
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,1
38,1
39,0
40,1
41,0
42,1
43,0
44,0
45,1
46,0
47,1
48,0
49,1
50,0
51,1
52,1
53,0
54,1
55,0
56,1
57,1
58,0
59,1
60,0
61,0
62,1
63,0
64,1
65,1
66,1
67,0
68,1
69,1
70,1
71,0
72,0
73,1
74,1
75,0
76,0
77,1
78,0
79,0
80,0
81,0
82,0
83,0
84,1
85,0
86,1
87,0
88,0
89,0
90,0
91,0
92,1
93,0
94,0
95,1
96,1
97,1
98,0
99,0
100,0
101,1
102,0
103,1
104,0
105,1
106,1
107,1
108,0
109,1
110,1
111,1
112,0
113,1
114,0
115,0
116,0
117,1
118,0
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,0
127,1
128,0
129,0
130,0
131,0
132,1
133,1
134,0
135,1
136,0
137,1
138,0
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,1
156,1
157,1
158,0
159,0
160,0
161,1
162,1
163,1
164,1
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,1
173,0
174,0
175,0
176,1
177,1
178,0
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,0
187,1
188,0
189,1
190,0
191,0
192,0
193,1
194,1
195,1
196,1
197,1
198,1
199,0
200,0
201,1
202,0
203,1
204,1
205,0
206,0
207,1
208,0
209,0
210,0
211,0
212,1
213,1
214,0
215,0
216,0
217,1
218,1
219,0
220,0
221,1
222,1
223,0
224,1
225,1
226,1
227,0
228,1
229,0
230,0
231,0
232,1
233,1
234,1
235,1
236,0
237,1
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,0
246,1
247,0
248,1
249,0
250,0
251,1
252,1
253,0
254,1
255,0
256,0
257,0
258,1
259,1
260,1
261,0
262,1
263,0
264,1
265,0
266,0
267,0
268,0
269,1
270,0
271,1
272,0
273,0
274,1
275,0
276,0
277,1
278,0
279,0
280,1
281,0
282,0
283,1
284,0
285,1
286,1
287,0
288,1
289,0
290,0
291,1
292,1
293,1
294,1
295,0
296,1
297,1
298,0
299,0
300,0
301,1
302,0
303,0
304,1
305,0
306,0
307,0
308,0
309,0
310,1
311,0
312,1
313,0
314,0
315,1
316,1
317,0
318,1
319,1
320,0
321,0
322,0
323,0
324,0
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,1
333,0
334,1
335,1
336,1
337,0
338,1
339,1
340,1
341,1
342,0
343,0
344,0
345,1
346,1
347,0
348,0
349,1
350,0
351,0
352,1
353,1
354,0
355,1
356,1
357,0
358,0
359,0
360,0
361,1
362,1
363,0
364,1
365,1
366,1
367,1
368,1
369,0
370,1
371,0
372,1
373,0
374,1
375,0
376,1
377,1
378,0
379,0
380,0
381,1
382,0
383,0
384,1
385,0
386,1
387,1
388,1
389,0
390,0
391,1
392,1
393,0
394,0
395,1
396,1
397,1
398,1
399,0
400,0
401,0
402,1
403,0
404,0
405,1
406,1
407,0
408,0
409,1
410,0
411,0
412,0
413,1
414,1
415,0
416,0
417,0
418,0
419,1
420,1
421,0
422,0
423,1
424,0
425,1
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,0
440,0
441,0
442,0
443,1
444,1
445,1
446,1
447,1
448,0
449,1
450,0
451,0
452,1
453,1
454,1
455,1
456,1
457,1
458,0
459,1
460,1
461,1
462,1
463,0
464,0
465,0
466,1
467,0
468,0
469,0
470,1
471,0
472,0
473,0
474,1
475,0
476,0
477,1
478,1
479,1
480,0
481,0
482,1
483,1
484,1
485,0
486,0
487,1
488,0
489,1
490,0
491,1
492,0
493,1
494,0
495,1
496,0
497,0
498,0
499,1
500,1
501,0
502,0
503,0
504,0
505,0
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,1
514,1
515,0
516,0
517,1
518,0
519,0
520,1
521,1
522,1
523,0
524,1
525,0
526,1
527,1
528,1
529,1
530,0
531,1
532,0
533,0
534,0
535,1
536,0
537,0
538,1
539,0
540,0
541,0
542,0
543,1
544,0
545,0
546,1
547,0
548,0
549,0
550,1
551,1
552,1
553,0
554,0
555,0
556,0
557,0
558,1
559,0
560,0
561,0
562,1
563,0
564,0
565,1
566,1
567,0
568,1
569,1
570,1
571,0
572,0
573,0
574,1
575,1
576,0
577,1
578,0
579,0
580,1
581,1
582,0
583,0
584,1
585,0
586,0
587,1
588,1
589,0
590,1
591,1
592,1
593,0
594,0
595,0
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,0
619,0
620,0
621,1
622,1
623,1
624,0
625,0
626,1
627,0
628,1
629,1
630,0
631,0
632,0
633,1
634,1
635,0
636,1
637,0
638,0
639,1
640,1
641,0
642,1
643,0
644,0
645,0
646,1
647,1
648,0
649,0
650,0
651,1
652,0
653,1
654,1
655,0
656,1
657,1
658,0
659,0
660,0
661,1
662,1
663,0
664,1
665,0
666,0
667,1
668,1
669,0
670,0
671,0
672,1
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,1
687,1
688,0
689,1
690,0
691,0
692,1
693,1
694,0
695,1
696,1
697,0
698,1
699,0
700,1
701,0
702,1
703,1
704,0
705,0
706,0
707,1
708,1
709,0
710,1
711,1
712,0
713,0
714,0
715,0
716,1
717,0
718,1
719,0
720,1
721,0
722,0
723,1
724,0
725,1
726,1
727,0
728,1
729,0
730,0
731,0
732,0
733,1
734,0
735,0
736,1
737,0
738,0
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,1
748,1
749,0
750,1
751,0
752,1
753,0
754,1
755,0
756,1
757,0
758,1
759,0
